id	name	reaction_using_names	reaction_using_ids	Reversibility	enzyme(s)	orfs	nrc-1_genes	type	references
R00529	ATP:sulfate adenylyltransferase	ATP + Sulfate => Pyrophosphate + Adenylylsulfate	C00002 + C00059 => C00013 + C00224	0	2.7.7.4	OE1684F	VNG0459G	Reaction	
R01658	Dimethylallyl-diphosphate:isopentenyl-diphosphate dimethylallyltranstransferase	Dimethylallyl diphosphate + Isopentenyl diphosphate => Pyrophosphate + Geranyl diphosphate	C00235 + C00129 => C00013 + C00341	0	2.5.1.10 2.5.1.29 2.5.1.1	OE2650F OE4010F	VNG1150G VNG2153G	Reaction	PMID:3700337
R05064	(S)-3-Hydroxyisobutyryl-CoA hydrolase	(S)-3-Hydroxyisobutyryl-CoA + H2O <=> CoA + (S)-3-Hydroxyisobutyrate	C06000 + C00001 <=> C00010 + C06001	1	3.1.2.4			Reaction	
R90076	ABC-T: (sn-Gly-3-P)	sn-Glycerol-3-P (E) + ATP + H2O => sn-Glycerol 3-phosphate + ADP + Orthophosphate + H+	CE00093 + C00002 + C00001 => C00093 + C00008 + C00009 + C00080	0		OE5166F OE5168F OE5169F OE5170F	VNG6277G VNG6279G VNG6280G VNG6281G	Membrane Transport	PMID:3700337
R90108	Symport: (Cl-:H+)	Cl- (E) + H+ (pmf associated) => Cl- + H+	CE00698 + C90000 => C00698 + C00080	0		OE3200R	VNG1544G	Membrane Transport	
R01163	L-Histidinal:NAD+ oxidoreductase	L-Histidinal + H2O + NAD+ => L-Histidine + NADH + H+	C01929 + C00001 + C00003 => C00135 + C00004 + C00080	0	1.1.1.23	OE3071F	VNG1444G	Reaction	PMID:3700337
R05226		Adenosyl cobyrinate hexaamide + (R)-1-Aminopropan-2-ol <=> Adenosyl cobinamide	C06507 + C03194 <=> C06508	1	6.3.1.10	OE3253F OE3259F	VNG1578H VNG1582G	Reaction	PMID:14645280
R90062	Antiport: (Ornithine:L-Arginine)	L-Ornithine + L-Arginine (E) => L-Ornithine (E) + L-Arginine	C00077 + CE00062 => CE00077 + C00062	0				Membrane Transport	PMID:6933439
R90129	Fructose-1-6-bisP DH	"D-Fructose 1,6-bisphosphate + NAD+ => 4-Ketofructose-1,6-bisphosphate + NADH"	C00354 + C00003 => C90006 + C00004	0				Reaction	PMID:15182204
R90140	Molybdopterin biosynthesis	Cyclic pyranopterin monophosphate => Molybdopterin + Pyrophosphate	C90010 => C05924 + C00013	0		OE1139F OE3595R OE1140R	VNG0081G VNG1848H VNG0084G	Reaction	PMID:15716436
R04798		zeta-Carotene <=> Neurosporene + Hydrogen	C05430 <=> C05431 + C00282	1	1.14.99.30 1.14.99.-	OE1426F OE3381R OE3468R	VNG0277G VNG1684G VNG1755G	Reaction	
R02971	ATP:pantothenate 4'-phosphotransferase	ATP + Pantetheine => ADP + Pantetheine 4'-phosphate	C00002 + C00831 => C00008 + C01134	0	2.7.1.33 2.7.1.34			Reaction	
R02685	(3S)-3-Hydroxyacyl-CoA hydro-lyase	"(3S)-3-Hydroxyacyl-CoA <=> trans-2,3-Dehydroacyl-CoA + H2O"	C00640 <=> C00658 + C00001	1	4.2.1.17	OE3846R	VNG2032G	Reaction	
R01867	(S)-Dihydroorotate:oxygen oxidoreductase	(S)-Dihydroorotate + Oxygen => Orotate + H2O2	C00337 + C00007 => C00295 + C00027	0	1.3.3.1	OE4508R	VNG2507G	Reaction	
R03664	L-Tryptophan -tRNA(Trp) ligase (AMP-forming)	ATP + L-Tryptophan + tRNA(Trp) <=> AMP + Pyrophosphate + L-Tryptophanyl-tRNA(Trp)	C00002 + C00078 + C01652 <=> C00020 + C00013 + C03512	1	6.1.1.2	OE4101R OE4132R	VNG2208G VNG2232G	Reaction	
R02521		3-(4-Hydroxyphenyl)pyruvate + Oxygen => Homogentisate + CO2	C01179 + C00007 => C00544 + C00011	0	1.13.11.27			Reaction	
R00615	Thiamin diphosphate phosphohydrolase	Thiamin diphosphate + H2O => Thiamin monophosphate + Orthophosphate	C00068 + C00001 => C01081 + C00009	0	3.6.1.15	OE3863R	VNG2043G	Reaction	
R02245	ATP:(R)-mevalonate 5-phosphotransferase	ATP + (R)-Mevalonate => ADP + (R)-5-Phosphomevalonate	C00002 + C00418 => C00008 + C01107	0	2.7.1.36	OE2645F	VNG1145G	Reaction	PMID:3700337
R02568	D-Fructose 1-phosphate D-glyceraldehyde-3-phosphate-lyase	D-Fructose 1-phosphate <=> Glycerone phosphate + D-Glyceraldehyde	C01094 <=> C00111 + C00577	1	4.1.2.13	OE2019F	VNG0683C	Reaction	
R00742	Acetyl-CoA:carbon-dioxide ligase (ADP-forming)	ATP + Acetyl-CoA + HCO3- => ADP + Orthophosphate + Malonyl-CoA	C00002 + C00024 + C00288 => C00008 + C00009 + C00083	0	6.4.1.2	OE1939F OE3175F	VNG0623G VNG1529G	Reaction	
R90038	Symport: (Tryptophan:H+)	L-Tryptophan (E) + H+ (pmf associated) <=> L-Tryptophan + H+	CE00078 + C90000 <=> C00078 + C00080	1		OE2779F	VNG1240G	Membrane Transport	
R00654	L-Methionine methanethiol-lyase (deaminating)	L-Methionine + H2O => Methanethiol + NH3 + 2-Oxobutanoate	C00073 + C00001 => C00409 + C00014 + C00109	0	4.4.1.11	OE2173F OE2681F OE4398F	VNG0796G VNG1172G VNG2421G	Reaction	PMID:8206953
R00342	(S)-Malate:NADP+ oxidoreductase	(S)-Malate + NAD+ <=> Oxaloacetate + NADH + H+	C00149 + C00003 <=> C00036 + C00004 + C00080	1	1.1.1.37	OE4323F	VNG2367G	Reaction	PMID:901751 PMID:901752 PMID:7297556 PMID:5780095 PMID:9827332
R05679	sn-Glycerol-1-phosphate:NAD 2-oxidoreductase	Glycerone phosphate + NADH + H+ => Glycerol 1-phosphate + NAD+	C00111 + C00004 + C00080 => C00623 + C00003	0	1.1.1.261	OE1602F	VNG0406C	Reaction	PMID:9973362 PMID:9419225
R05150	Precorrin-6Y:NADP+ oxidoreductase	Precorrin 6X + NADPH <=> Precorrin 6Y + NADP+	C06320 + C00005 <=> C06319 + C00006	1	1.3.1.54			Reaction	
R00261	L-Glutamate 1-carboxy-lyase	L-Glutamate => 4-Aminobutanoate + CO2	C00025 => C00334 + C00011	0	4.1.1.19 4.1.1.15	OE1498R	VNG0327G	Reaction	
R01130	IMP:NAD+ oxidoreductase	IMP + NAD+ + H2O => Xanthosine 5'-phosphate + NADH + H+	C00130 + C00003 + C00001 => C00655 + C00004 + C00080	0	1.1.1.205	OE2458R	VNG1001G	Reaction	
R04097		S-(3-Methylbutanoyl)-dihydrolipoamide + CoA => 3-Methylbutanoyl-CoA + Dihydrolipoamide	C05119 + C00010 => C02939 + C00579	0	2.3.1.-			Reaction	
R01863	Inosine:orthophosphate ribosyltransferase	Inosine + Orthophosphate <=> Hypoxanthine + alpha-D-Ribose 1-phosphate	C00294 + C00009 <=> C00262 + C00442	1	2.4.2.1			Reaction	PMID:9457844
R02094	ATP:dTMP phosphotransferase	ATP + dTMP <=> ADP + dTDP	C00002 + C00364 <=> C00008 + C00363	1	2.7.4.9 2.7.4.12	OE3715R	VNG1929G	Reaction	
R00734	L-Tyrosine:2-oxoglutarate aminotransferase	L-Tyrosine + 2-Oxoglutarate <=> 3-(4-Hydroxyphenyl)pyruvate + L-Glutamate	C00082 + C00026 <=> C01179 + C00025	1	2.6.1.9 2.6.1.1 2.6.1.5 2.6.1.57	OE2507R OE1755F OE1944R OE2619F	VNG1033G VNG0502G VNG0629G VNG1121G	Reaction	
R00441	Guanosine 5'-triphosphate:RNA nucleotidyltransferase (DNA-directed)	GTP => Pyrophosphate + GMP	C00044 => C00013 + C00144	0	2.7.7.6	OE4740R OE4739R OE4741R OE4742R	VNG2664G VNG2662G VNG2665G VNG2666G	Reaction	
R02771	"dTDPglucose 4,6-hydro-lyase"	dTDPglucose <=> dTDP-4-dehydro-6-deoxy-alpha-D-glucose + H2O	C00842 <=> C00687 + C00001	1	4.2.1.46	OE1115F	VNG0065G	Reaction	
R01288	O-Succinyl-L-homoserine succinate-lyase (adding cysteine)	O-Succinyl-L-homoserine + Sulfide <=> L-Homocysteine + Succinate	C01118 + C00297 <=> C00155 + C00042	1	2.5.1.48	OE2173F OE2681F	VNG0796G VNG1172G	Reaction	
R03656	L-Isoleucine:tRNA(Ile) ligase (AMP-forming)	ATP + L-Isoleucine + tRNA(Ile) <=> AMP + Pyrophosphate + L-Isoleucyl-tRNA(Ile)	C00002 + C00407 + C01644 <=> C00020 + C00013 + C03127	1	6.1.1.5	OE4068F	VNG2190G	Reaction	
R00707	L-1-Pyrroline-5-carboxylate:NAD+ oxidoreductase	(S)-1-Pyrroline-5-carboxylate + NAD+ + H2O => L-Glutamate + NADH + H+	C03912 + C00003 + C00001 => C00025 + C00004 + C00080	0	1.5.1.12	OE2133R OE2190R OE2367F OE4529F	VNG0771G VNG0808G VNG0937G VNG2513G	Reaction	PMID:9827332
R04209	1-(5-Phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate carboxy-lyase	1-(5-Phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate <=> Aminoimidazole ribotide + CO2	C04751 <=> C03373 + C00011	1	4.1.1.21	OE1951F OE1952F	VNG0632G VNG0633G	Reaction	
R02016	NADPH:oxidized-thioredoxin oxidoreductase	Oxidized thioredoxin + NADPH + H+ => Thioredoxin + NADP+	C00343 + C00005 + C00080 => C00342 + C00006	0	1.8.1.9	OE2805R OE4227F	VNG1259G VNG2301G	Reaction	
R00216	(S)-Malate:NADP+ oxidoreductase(oxaloacetate-decarboxylating)	(S)-Malate + NADP+ => Pyruvate + CO2 + NADPH	C00149 + C00006 => C00022 + C00011 + C00005	0	1.1.1.38 1.1.1.39	OE3308F	VNG1624G	Reaction	PMID:8157586 PMID:9827332
R90104	ABC-T: (Arsenite)	Arsenite (E) + ATP + H2O => Arsenite + ADP + Orthophosphate + H+	CE06697 + C00002 + C00001 => C06697 + C00008 + C00009 + C00080	0		OE1547R OE4649F OE5440F	VNG0365G VNG2602G VNG7123	Membrane Transport	
R90066	Influx Diffusion: (Na+)	Sodium (E) => Sodium	CE01330 => C01330	0				Membrane Transport	
R01034	Glycerol:NAD+ oxidoreductase	Glycerone + NADH <=> Glycerol + NAD+	C00184 + C00004 <=> C00116 + C00003	1	1.1.1.6	OE5160F	VNG6270G	Reaction	PMID:3255682
R00032	"beta-Carotene:oxygen 15,15'-oxidoreductase (bond-cleaving)"	beta-Carotene + Oxygen => Retinal	C02094 + C00007 => C00376	0	1.14.99.36			Reaction	PMID:11092896 PMID:11226271
R00268	Oxalosuccinate:NADP+ oxidoreductase (decarboxylating)	Oxalosuccinate <=> 2-Oxoglutarate + CO2	C05379 <=> C00026 + C00011	1	1.1.1.42	OE3634F	VNG1873G	Reaction	PMID:4393394 PMID:5058691 PMID:5780095 PMID:5802601 PMID:9827332
R02577	"Propane-1,2-diol:NAD+ 1-oxidoreductase"	"Lactaldehyde + NADPH + H+ <=> Propane-1,2-diol + NADP+"	C05999 + C00005 + C00080 <=> C00583 + C00006	1	1.1.1.21	OE1698R OE2451R OE2486F OE3312R	VNG0467G VNG0998G VNG1018G VNG1628G	Reaction	
R90083	Symport: (Guanosine:H+)	Guanosine (E) + H+ (pmf associated) => Guanosine + H+	CE00387 + C90000 => C00387 + C00080	0		OE3950R	VNG2116C	Membrane Transport	PMID:9457844
R03660	L-Phenylalanine:tRNA(Ala) ligase (AMP-forming)	ATP + L-Phenylalanine + tRNA(Phe) <=> AMP + Pyrophosphate + L-Phenylalanyl-tRNA(Phe)	C00002 + C00079 + C01648 <=> C00020 + C00013 + C03511	1	6.1.1.20	OE4505F OE4507F	VNG2504G VNG2505G	Reaction	PMID:8061624
R02864	S-Adenosyl-L-methionine:uroporphyrin-III C-methyltransferase	Iron + Sirohydrochlorin => Siroheme + H+	C00023 + C05778 => C00748 + C00080	0	4.99.1.4	OE3498R	VNG1775C	Reaction	
R90043	Symport: (L-Isoleucine:H+)	L-Isoleucine (E) + H+ (pmf associated) <=> L-Isoleucine + H+	CE00407 + C90000 <=> C00407 + C00080	1				Membrane Transport	PMID:889797
R01253	L-Proline:(acceptor) oxidoreductase	(S)-1-Pyrroline-5-carboxylate + NADPH <=> L-Proline + H2O + NADP+	C03912 + C00005 <=> C00148 + C00001 + C00006	1	1.5.99.8	OE3955F	VNG2120G	Reaction	PMID:9827332
R90004	Oxid Phos: C I (Ferredoxin)	Reduced ferredoxin + Menaquinone + H+ => Oxidized ferredoxin + Menaquinol + H+ (pmf associated)	C00138 + C00828 + C00080 => C00139 + C05819 + C90000	0	1.6.5.3	OE1953F OE1954F OE1956F OE1957F OE1958F OE1959F OE1960F OE1963F OE1964F OE1965F OE1967F OE4005F OE4007F	VNG0635G VNG0636G VNG0637G VNG0639G VNG0640G VNG0641C VNG0642C VNG0643G VNG0646G VNG0647G VNG0648G VNG2150G VNG2151G	Reaction	
R90011	ABC-T L-Arginine	L-Arginine (E) + ATP + H2O => L-Arginine + ADP + Orthophosphate + H+	CE00062 + C00002 + C00001 => C00062 + C00008 + C00009 + C00080	0				Membrane Transport	
R04326		"5'-Phosphoribosylglycinamide + 5,10-Methenyltetrahydrofolate + H2O <=> 5'-Phosphoribosyl-N-formylglycinamide + Tetrahydrofolate"	C03838 + C00445 + C00001 <=> C04376 + C00101	1	2.1.2.2	OE1620R	VNG0414G	Reaction	
R01061	D-Glyceraldehyde-3-phosphate:NAD+ oxidoreductase(phosphorylating)	D-Glyceraldehyde 3-phosphate + Orthophosphate + NAD+ <=> 3-Phospho-D-glyceroyl phosphate + NADH + H+	C00118 + C00009 + C00003 <=> C00236 + C00004 + C00080	1	1.2.1.12 1.2.1.59	OE1154F	VNG0095G	Reaction	PMID:2256927 PMID:3255682 PMID:6642538 PMID:9827332
R90118	ABC-T: (Ferrichrome)	Ferrichrome (E) + ATP + H2O => Ferrichrome + ADP + Orthophosphate + H+	CE06228 + C00002 + C00001 => C06228 + C00008 + C00009 + C00080	0		OE4577F OE4579F	VNG2551G VNG2552G	Membrane Transport	
R00009	Hydorogen-peroxide:hydrogen-peroxide oxidoreductase	H2O2 => Oxygen + H2O	C00027 => C00007 + C00001	0	1.11.1.6	OE5186R	VNG6294G	Reaction	PMID:7814327
R90087	Symport: (Deoxyguanosine:H+)	Deoxyguanosine (E) + H+ (pmf associated) => Deoxyguanosine + H+	CE00330 + C90000 => C00330 + C00080	0				Membrane Transport	
R02297	Xanthosine:orthophosphate ribosyltransferase	Xanthosine + Orthophosphate <=> Xanthine + alpha-D-Ribose 1-phosphate	C01762 + C00009 <=> C00385 + C00442	1	2.4.2.1			Reaction	PMID:9457844
R05218		"Cob(II)yrinate a,c diamide + H+ + NADH <=> Cob(I)yrinate a,c diamide + NAD+"	C06504 + C00080 + C00004 <=> C06505 + C00003	1	1.16.8.1			Reaction	
R04749	(S)-Hydroxyhexanoyl-CoA hydro-lyase	(S)-Hydroxyhexanoyl-CoA <=> trans-Hex-2-enoyl-CoA + H2O	C05268 <=> C05271 + C00001	1	4.2.1.17	OE3846R	VNG2032G	Reaction	
R10004		all-trans-Octaprenyl diphosphate + Isopentenyl diphosphate => all-trans-Nonaprenyl diphosphate + Pyrophosphate	C04146 + C00129 => C04145 + C00013	0	2.5.1.11			Reaction	PMID:2857171
R01280	Palmitate:CoA ligase (AMP-forming)	ATP + Hexadecanoic acid + CoA <=> AMP + Palmitoyl-CoA + Pyrophosphate	C00002 + C00249 + C00010 <=> C00020 + C00154 + C00013	1	6.2.1.3	OE2912F OE3891R OE1271F	VNG1339C VNG2071G VNG0162G	Reaction	
R07280		"5-Amino-6-(5'-phosphoribitylamino)uracil + H2O => 4-(1-D-Ribitylamino)-5-amino-2,6-dihydroxypyrimidine + Orthophosphate"	C04454 + C00001 => C04732 + C00009	0	3.1.3.-	OE2299F	VNG0882G	Reaction	
R00192	S-Adenosyl-L-homocysteine hydrolase	S-Adenosyl-L-homocysteine + H2O <=> Adenosine + L-Homocysteine	C00021 + C00001 <=> C00212 + C00155	1	3.3.1.1	OE4159F	VNG2251G	Reaction	
R00199	"ATP:pyruvate,water phosphotransferase"	ATP + Pyruvate + H2O => AMP + Phosphoenolpyruvate + Orthophosphate	C00002 + C00022 + C00001 => C00020 + C00074 + C00009	0	2.7.9.2	OE1500R	VNG0330G	Reaction	PMID:2256927 PMID:9827332
R01230	Xanthosine-5'-phosphate:ammonia ligase (AMP-forming)	ATP + Xanthosine 5'-phosphate + NH3 => AMP + Pyrophosphate + GMP	C00002 + C00655 + C00014 => C00020 + C00013 + C00144	0	6.3.4.1 6.3.5.2	OE1363F OE3571R	VNG0228G VNG1829G	Reaction	
R03857	"Lauroyl-CoA:(acceptor) 2,3-oxidoreductase"	Lauroyl-CoA + FAD => 2-trans-Dodecenoyl-CoA + FADH2	C01832 + C00016 => C03221 + C01352	0	1.3.3.6 1.3.99.3 1.3.99.13	OE2710F OE1555F OE2013R OE2138F OE3123R OE4500R	VNG1191G VNG0371G VNG0679G VNG0775G VNG1482G VNG2499G	Reaction	
R90095	Symport: (Acetate:H+)	Acetate (E) + H+ (pmf associated) <=> Acetate + H+	CE00033 + C90000 <=> C00033 + C00080	1				Membrane Transport	
R01360	(S)-3-Hydroxy-3-methylglutaryl-CoA acetoacetate-lyase	(S)-3-Hydroxy-3-methylglutaryl-CoA => Acetyl-CoA + Acetoacetate	C00356 => C00024 + C00164	0	4.1.3.4	OE3296F	VNG1615G	Reaction	
R00959	"alpha-D-Glucose 1-phosphate 1,6-phosphomutase"	D-Glucose 1-phosphate <=> D-Glucose 6-phosphate	C00103 <=> C00092	1	5.4.2.2	OE2318R OE4094F OE4190F	VNG0905G VNG2206G VNG2276G	Reaction	
R03991	Myristoyl-CoA:acetylCoA C-myristoyltransferase	Tetradecanoyl-CoA + Acetyl-CoA <=> CoA + 3-Oxopalmitoyl-CoA	C02593 + C00024 <=> C00010 + C05259	1	2.3.1.16	OE3884F	VNG2063G	Reaction	
R00585	L-Serine:pyruvate aminotransferase	Hydroxypyruvate + L-Alanine <=> L-Serine + Pyruvate	C00168 + C00041 <=> C00065 + C00022	1	2.6.1.51	OE4391F	VNG2418G	Reaction	
R90091	MJ0400 Homolog reaction	6-Deoxy-5-Ketofructose 1 phosphate + L-Aspartate 4-semialdehyde => Compound I + Hydroxypyruvaldehyde 3-P	C90002 + C00441 => R90007 + R90008	0		OE1472F	VNG0309C	Reaction	PMID:15182204
R04138	3-Methylcrotonoyl-CoA:carbon-dioxide ligase (ADP-forming)	ATP + 3-Methylcrotonyl-CoA + HCO3- => ADP + Orthophosphate + 3-Methylglutaconyl-CoA	C00002 + C03069 + C00288 => C00008 + C00009 + C03231	0	6.4.1.4	OE3177F	VNG1532G	Reaction	
R00489	L-Aspartate 1-carboxy-lyase	L-Aspartate => beta-Alanine + CO2	C00049 => C00099 + C00011	0	4.1.1.11 4.1.1.15	OE1498R	VNG0327G	Reaction	
R03472	ThiC	Aminoimidazole ribotide => 4-Amino-5-hydroxymethyl-2-methylpyrimidine	C03373 => C01279	0		OE2057F	VNG0715G	Reaction	
R02003	Geranyl-diphosphate:isopentenyl-diphosphate geranyltrans-transferase	"Geranyl diphosphate + Isopentenyl diphosphate => Pyrophosphate + trans,trans-Farnesyl diphosphate"	C00341 + C00129 => C00013 + C00448	0	2.5.1.10 2.5.1.29 2.5.1.1	OE2650F OE4010F	VNG1150G VNG2153G	Reaction	PMID:3700337
R01364		4-Fumarylacetoacetate + H2O => Acetoacetate + Fumarate	C01061 + C00001 => C00164 + C00122	0	3.7.1.2			Reaction	
R01715	Chorismate pyruvatemutase	Chorismate => Prephenate	C00251 => C00254	0	5.4.99.5	OE2784R	VNG1244C	Reaction	PMID:3700337
R90047	Symport: (L-Threonine:H+)	L-Threonine (E) + H+ (pmf associated) => L-Threonine + H+	CE00188 + C90000 => C00188 + C00080	0				Membrane Transport	PMID:889797
R06412	"trans-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA hydro-lyase"	"trans-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA + H2O => 3-Hydroxy-2,6-dimethyl-5-methylene-heptanoyl-CoA"	C11945 + C00001 => C11947	0	4.2.1.17	OE3846R	VNG2032G	Reaction	
R04786		Phytoene <=> Phytofluene + Hydrogen	C05413 <=> C05414 + C00282	1	1.14.99.-	OE3381R OE3468R OE1808F	VNG1684G VNG1755G	Reaction	
R90137	temp: redox balance	NADPH + NAD+ => NADH + NADP+	C00005 + C00003 => C00004 + C00006	0				Reaction	
R02519		Homogentisate + Oxygen => 4-Maleylacetoacetate	C00544 + C00007 => C01036	0	1.13.11.5			Reaction	
R01127	"IMP 1,2-hydrolase (decyclizing)"	IMP + H2O <=> 1-(5'-Phosphoribosyl)-5-formamido-4-imidazolecarboxamide	C00130 + C00001 <=> C04734	1	3.5.4.10	OE4329F	VNG2371C	Reaction	PMID:11844782
R01899	Isocitrate:NADP+ oxidoreductase (decarboxylating)	Isocitrate + NADP+ <=> Oxalosuccinate + NADPH + H+	C00311 + C00006 <=> C05379 + C00005 + C00080	1	1.1.1.42	OE3634F	VNG1873G	Reaction	PMID:4393394 PMID:5058691 PMID:5780095 PMID:5802601 PMID:9827332
R00332	ATP:(d)GMP phosphotransferase	ATP + GMP <=> ADP + GDP	C00002 + C00144 <=> C00008 + C00035	1	2.7.4.8			Reaction	
R00253	L-Glutamate:ammonia ligase (ADP-forming)	ATP + L-Glutamate + NH3 => ADP + Orthophosphate + L-Glutamine	C00002 + C00025 + C00014 => C00008 + C00009 + C00064	0	6.3.1.2	OE3922R	VNG2093G	Reaction	
R04740	(S)-3-Hydroxytetradecanoyl-CoA hydro-lyase	(S)-3-Hydroxytetradecanoyl-CoA <=> trans-Tetradec-2-enoyl-CoA + H2O	C05260 <=> C05273 + C00001	1	4.2.1.17	OE3846R	VNG2032G	Reaction	
R03778	Octanoyl-CoA:acetyl-CoA C-acyltransferase	Octanoyl-CoA + Acetyl-CoA <=> CoA + 3-Oxodecanoyl-CoA	C01944 + C00024 <=> C00010 + C05265	1	2.3.1.16	OE3884F	VNG2063G	Reaction	
R01939		L-2-Aminoadipate + 2-Oxoglutarate <=> 2-Oxoadipate + L-Glutamate	C00956 + C00026 <=> C00322 + C00025	1	2.6.1.39			Reaction	PMID:3700337
R05814		Cobalt-precorrin 8 => Cobyrinate	C11545 => C05773	0	5.4.1.2	OE3237F	VNG1567G	Reaction	
R90053	ABC-T: Orthophosphate	Orthophosphate (E) + ATP + H2O => ADP + H+ + Orthophosphate	CE00009 + C00002 + C00001 => C00008 + C00080 + C00009	0		OE1675R OE1676R OE1678R OE1679R OE4479R OE4480R OE4483R OE4485R	VNG0452G VNG0453G VNG0455G VNG0457G VNG2482G VNG2483G VNG2484G VNG2486G	Membrane Transport	
R03657	L-Leucine:tRNA(Leu) ligase (AMP-forming)	ATP + L-Leucine + tRNA(Leu) <=> AMP + Pyrophosphate + L-Leucyl-tRNA	C00002 + C00123 + C01645 <=> C00020 + C00013 + C02047	1	6.1.1.4	OE4118R	VNG2223G	Reaction	
R02719	Xanthosine 5'-phosphate phosphohydrolase	Xanthosine 5'-phosphate + H2O => Xanthosine + Orthophosphate	C00655 + C00001 => C01762 + C00009	0	3.1.3.5	OE3017R	VNG1408G	Reaction	
R01066	2-Deoxy-D-ribose-5-phosphate acetaldehyde-lyase	2-Deoxy-D-ribose 5-phosphate <=> D-Glyceraldehyde 3-phosphate + Acetaldehyde	C00673 <=> C00118 + C00084	1	4.1.2.4	OE3616F	VNG1859G	Reaction	
R05612		all-trans-Hexaprenyl diphosphate + Isopentenyl diphosphate => all-trans-Heptaprenyl diphosphate + Pyrophosphate	C01230 + C00129 => C04216 + C00013	0	2.5.1.30	OE4010F OE2650F	VNG2153G VNG1150G	Reaction	PMID:2857171
R05222		Adenosyl cobinamide phosphate + GTP => Adenosine-GDP-cobinamide + Pyrophosphate	C06509 + C00044 => C06510 + C00013	0	2.7.7.62	OE3227F	VNG1564H	Reaction	
R01324	Citrate hydro-lyase	Citrate <=> Isocitrate	C00158 <=> C00311	1	4.2.1.3	OE4613F	VNG2574G	Reaction	PMID:5780095 PMID:9827332
R00966	UMP:pyrophosphate phosphoribosyltransferase	Uracil + 5-Phospho-alpha-D-ribose 1-diphosphate => UMP + Pyrophosphate	C00106 + C00119 => C00105 + C00013	0	2.4.2.9	OE4234R	VNG2305C	Reaction	
R05181	S-adenosyl-L-methionine:precorrin-4 C11 methyltransferase	S-Adenosyl-L-methionine + Precorrin 4 => S-Adenosyl-L-homocysteine + Precorrin 5	C00019 + C06407 => C00021 + C06416	0	2.1.1.133	OE3212F	VNG1553G	Reaction	
R90001	Oxid Phos: Complex III Cytochrome bc1 complex	Menaquinol + H+ + Halocyanin (oxidized) => Menaquinone + H+ (pmf associated) + Halocyanin (reduced)	C05819 + C00080 + C90014 => C00828 + C90000 + C90015	0	1.10.2.2	OE1872R OE1874R OE1876R	VNG0582C VNG0583G VNG0584H	Reaction	PMID:9932647
R04203	"(2S,3S)-3-Hydroxy-2-methylbutanoyl-CoA:NAD+ oxidoreductase"	"(2S,3S)-3-Hydroxy-2-methylbutanoyl-CoA + NAD+ <=> 2-Methylacetoacetyl-CoA + NADH"	C04405 + C00003 <=> C03344 + C00004	1	1.1.1.35	OE2015R	VNG0681G	Reaction	
R01878	Cytidine aminohydrolase	Cytidine + H2O => Uridine + NH3	C00475 + C00001 => C00299 + C00014	0	3.5.4.5	OE2313R	VNG0896G	Reaction	
R02372	dUTP:cytidine 5'-phosphotransferase	dUTP + Cytidine => dUDP + CMP	C00460 + C00475 => C01346 + C00055	0	2.7.1.48	OE2749F	VNG1219G	Reaction	
R04621		"Dihydroneopterin phosphate + H2O => 2-Amino-4-hydroxy-6-(D-erythro-1,2,3-trihydroxypropyl)-7,8- + Orthophosphate"	C05925 + C00001 => C04874 + C00009	0	3.6.1.-			Reaction	
R04737	(S)-3-Hydroxyhexadecanoyl-CoA:NAD+ oxidoreductase	(S)-3-Hydroxyhexadecanoyl-CoA + NAD+ <=> 3-Oxopalmitoyl-CoA + NADH	C05258 + C00003 <=> C05259 + C00004	1	1.1.1.35	OE2015R	VNG0681G	Reaction	
R00357	L-Aspartic acid:oxygen oxidoreductase (deaminating)	L-Aspartate + H2O + Oxygen => Oxaloacetate + NH3 + H2O2	C00049 + C00001 + C00007 => C00036 + C00014 + C00027	0	1.4.3.16	OE3646F	VNG1883G	Reaction	
R01857	ATP:nucleoside-diphosphate phosphatransferase	ATP + dGDP <=> ADP + dGTP	C00002 + C00361 <=> C00008 + C00286	1	2.7.4.6	OE2667F	VNG1160G	Reaction	
R01073	N-(5-Phospho-D-ribosyl)anthranilate:pyrophosphate phosphoribosyl-transferase	Anthranilate + 5-Phospho-alpha-D-ribose 1-diphosphate => N-(5-Phospho-D-ribosyl)anthranilate + Pyrophosphate	C00108 + C00119 => C04302 + C00013	0	2.4.2.18	OE3334R	VNG1649G	Reaction	
R01528	6-Phospho-D-gluconate:NADP+ 2-oxidoreductase (decarboxylating)	6-Phospho-D-gluconate + NADP+ => D-Ribulose 5-phosphate + CO2 + NADPH + H+	C00345 + C00006 => C00199 + C00011 + C00005 + C00080	0	1.1.1.44	OE4581F	VNG2553G	Reaction	PMID:3255682
R01131	ATP:inosine 5'-phosphotransferase	ATP + Inosine => ADP + IMP	C00002 + C00294 => C00008 + C00130	0	2.7.1.73	OE3606R	VNG1851G	Reaction	PMID:9457844
R00570	ATP:nucleoside-diphosphate phosphatransferase	ATP + CDP <=> ADP + CTP	C00002 + C00112 <=> C00008 + C00063	1	2.7.4.6	OE2667F	VNG1160G	Reaction	
